bf7dabd009a2d6773faa96c05e708533a1c1a3b1,/,/.1,    [maven-release-plugin] rollback the release of mahout-14.1,/.2,/.3,100
b96918bba9855fba5cefc11e1c4153b9419509cb,/,/,    wip: use properties from /home/andy/sandbox/mahout/conf/flink-config.yaml,/,/,100
100d343e4b6e66b1a7c581455cd1faab7bbdb538,/,/,    wip: use properties from /home/andy/sandbox/mahout/conf/flink-config.yaml,/,/,100
ad22252ca2ab39e22d4df7cc22464af2c6179830,/,/,    use  as the base directory for cached files,/,/,100
ad4c32ce871df686267df1f1dbff76a883b8d3fc,/,/,    add unchace,/,/,100
9c5ee59214a454f7ae25c762bf04bb30bd7982c8,/,/,    Persist only if the dataset has not been cached.  Otherwise read back in already cached dataset,/,/,100
a1cf7cf56e036ce12d616f8aea0af1e9dcdf2cb6,/,/,    Small change addressing DL's comment on apache/mahout#200  also a small fix,/,/,100
e3c8db502b5e7cf926c2628f413bd5aaa69b2765,/,/,    Some minor fixes  this closes apache/mahout#202,/,/,100
202b94f840286d4d0970f0427122697ba27fc1fb,MAHOUT-1810,Bug,Failing test in flink-bindings: A + B Identically partitioned (mapBlock Checkpointing issue),Flink,Blocker,100
e06fb119dc3a719651fd48f0d2aa3ee8adee9a1b,MAHOUT-1809,Bug,Failing tests in Flink-bindings: dals and dspca,Flink,Blocker,100
9bf5292fd7ae8bacf027378d4b692f4e70aa46e2,MAHOUT-1816,Sub-task,Implement newRowCardinality in CheckpointedFlinkDrm,Flink,Major,100
f4f42ae4c4c7555659edcc43669fec82f9537219,MAHOUT-1810,Bug,Failing test in flink-bindings: A + B Identically partitioned (mapBlock Checkpointing issue),Flink,Blocker,100
d1d6fc0a4bcab5fe51aa1775074571174b671b3a,MAHOUT-1794,Improvement,Support alternate temporary directories in example scripts.,Examples,Minor,100
c00b96ecc909fe6bcd4dce5e365a7fcea8a2bfdf,MAHOUT-1794,Improvement,Support alternate temporary directories in example scripts.,Examples,Minor,100
1c1abbf3d946c6a8082f089b3f49900450553578,MAHOUT-1794,Improvement,Support alternate temporary directories in example scripts.,Examples,Minor,98.26989619
b25a70a1bc6b9f8cb6c89947e0eaba5588463652,MAHOUT-1794,Improvement,Support alternate temporary directories in example scripts.,Examples,Minor,100
67f00930a8412be39de2c7b2abc9936f634f13d6,MAHOUT-1794,Improvement,Support alternate temporary directories in example scripts.,Examples,Minor,98.26989619
da65cbe2b745da98a39ef51723154ef4a450e832,MAHOUT-1773,Bug,Fix cluster-syntheticcontrol.sh for HDFS synthax,Clustering,Trivial,98.26989619
23267a0bef064f3351fd879274724bcb02333c4a,MAHOUT-1773,Bug,Fix cluster-syntheticcontrol.sh for HDFS synthax,Clustering,Trivial,98.26989619
2e8790d5c6e0f337abe55906e052d7236f046207,MAHOUT-1815,Bug,dsqDist(X Y) and dsqDist(X) failing in flink tests.,,Blocker,100
7b862781cfcd854335600f2ad85ad577817ba43e,/,/,    Update Spark Shell for 0.12.0,/,/,100
812ae398c257b6e2ec87bcc8ef986d50c28e6025,MAHOUT-1813,New Feature,Functional &quot;apply&quot; DSL for distributed and in-memory matrices,,Major,98.26989619
ff51ab448b07c5b218d1a08ed5c1194ad5b24179,MAHOUT-1813,New Feature,Functional &quot;apply&quot; DSL for distributed and in-memory matrices,,Major,98.26989619
d9deb68ff1d744d7994a60181f302f714543dff5,/,/,    NoJira: minor fixes,/,/,100
b52036cc9e35dcd6031ebd9e4fc8a63856b3f34f,/,/,    Implicit checkpoint must not request caching closes apache/mahout#188,/,/,100
1e6c547e0814393413ed5c67ba149294e1229d49,MAHOUT-1807,Bug,Distributed second norm doesn&apos;t take sqrt,,Major,100
f2aef44cd592904a1baba5e798b3b0d84c089930,MAHOUT-1808,Bug,Some cleanup of unused operations in sparkbindings,,Trivial,100
fd0112dcf3ac8219b169aa03bed1de3e3333c1a8,/,/,    NoJira: Fix the compile issue from previous commit,/,/,100
eda8a38e40d3aa938ea525183ff484957f2c8597,MAHOUT-1805,New Feature,Implement allreduceBlock(...) in flink bindings,,Major,100
b692cbfcc56871c85ea1c483e8d78eed21b514b8,MAHOUT-1805,New Feature,Implement allreduceBlock(...) in flink bindings,,Major,100
93ebed620ae7d7da1a6ac2dbe944a8fd517de1c0,MAHOUT-1812,Bug,Implement drmParallelizeEmptyLong(...) in flink Bindings,,Major,100
e75c5f6064b162e1f0469ea3e86997d1e37f9057,MAHOUT-1811,Bug,Fix calculation of second norm of DRM in Flink,,Major,100
cd4e3cec34aac50a6110839be47f9a1be5550e23,MAHOUT-1747,Task,Mahout DSL for Flink: add support for different types of indexes (String  long  etc),Math,Minor,100
072289a46c9bd4b7297a17b621f7da30b94df1a7,/,/,    Major fixes for Flink backend merged,/,/,98.26989619
7d71ad00a5a3f3e8f2b176194259e9f2044484ac,MAHOUT-1808,Bug,Some cleanup of unused operations in sparkbindings,,Trivial,100
401c8e8b4a40accc0d41fe8f3c4ee55dfba0040d,MAHOUT-1807,Bug,Distributed second norm doesn&apos;t take sqrt,,Major,100
5d56be7f31592c73a3363ec6f582fece5ff27be4,/,/,    Implicit checkpoint must not request caching closes apache/mahout#188,/,/,98.26989619
92a2f6c8ffa02478e7cc8a4b79ff270bf4d08c8a,/,/,    Merge changes from master,/,/,98.26989619
abdfa2e57aac4c68ad2307bd718b14263a9d68e1,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
928599a2dea15fcf187bd5fd0d166cfa20aa715f,/,/,    [maven-release-plugin] prepare release mahout-0.11.2,/,/,98.26989619
a168d238d13fabfe11afe6870b38e09534dc65d6,/,/,    NoJira: removed unnecessary references and imports of scala.ClassTag,/,/,98.26989619
d6cd142d4e977567f46a47beb0541e67d6485ddc,/,/,    NoJira: removed unnecessary references and imports of scala.ClassTag,/,/,98.26989619
73649fa84493c11c82ac6f568b344776b4ab81a9,/,/,    (nojira) bump shell version to 0.11.2,/,/,100
46071e6f3eb9ed53895222a54657326c83c62a53,MAHOUT-1802,Improvement, Capture attached checkpoints (if cached),,Major,100
f1018ed184f741a78cce3ba887442e8786662b54,/,/,    NoJira: Add fastutil to Spark reduced-dependency assembly,/,/,100
c238b3fd80cae020bae4cb8be1838e6104a22d43,MAHOUT-1801,Improvement,FastUtil to improve speed of Sparse Matrix Operations,Math,Major,100
6ca09989dbd32f319372444595265faa2d5606ea,MAHOUT-1640,Improvement,Better collections would significantly improve vector-operation speed,collections,Major,100
05f1b8ff0486e648a29eccaff00c48a0b1fc3f03,/,/,    (nojira) upgrade to Spark 1.5.2,/,/,100
c401eb9ae18e67b3d504e0db7aace47e194e53d5,/,/,    NoJIRA: scala code cleanup from the previous commits,/,/,98.26989619
d9b376e37e2b9613baf6fb774f6cb9d3b88560b8,/,/,    (nojira) bump shell version to 0.11.2,/,/,100
a4bba8261f848ea7833bd5723a515ee3bd10989c,MAHOUT-1802,Improvement, Capture attached checkpoints (if cached),,Major,100
85e543c9af73b1fa560c11124361772e7cf59e9e,/,/,    NoJira: Add fastutil to Spark reduced-dependency assembly,/,/,100
5926df8f1130106ff6ff525a3d670f6fff567f0b,MAHOUT-1801,Improvement,FastUtil to improve speed of Sparse Matrix Operations,Math,Major,100
b21381b92ef9a0e92d8360273a1dcbf368f2a9a1,MAHOUT-1640,Improvement,Better collections would significantly improve vector-operation speed,collections,Major,100
284651dc05c0c57ba094ba738a20db6cbe3bbcd7,MAHOUT-1640,Improvement,Better collections would significantly improve vector-operation speed,collections,Major,100
a3cdff6d6f5a10457bb7c17a3f976f9b67c39b6a,/,/,    Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/mahout,/,/,100
2b023cf88e09efc301e9d970fd834cb05d96287c,/,/,    (nojira) upgrade to Spark 1.5.2,/,/,100
f6224fcf7e3dc2cfdf086c553e6b7f3e872263aa,/,/,    NoJIRA: scala code cleanup from the previous commits,/,/,100
e8b9c8003b15143a7dd64af074be8b06c9eb35a2,MAHOUT-1800,Improvement,Pare down Classtag overuse,,Major,100
fcd6b9e01aea5f92fd947c0964ef7884314f33db,MAHOUT-1800,Improvement,Pare down Classtag overuse,,Major,98.26989619
97a3f2e022bd2c5fbefb4b53d670b3f313a39cc9,MAHOUT-1800,Improvement,Pare down Classtag overuse,,Major,100
f66e022c631c134e8b7e138e25d8fd94011d1b4c,MAHOUT-1797,Bug,Typos for SPARK_ASSEMBLY_BIN,spark,Trivial,100
e3935bbad97eeb55cbe9f2cd60b8a7ec969a6c62,MAHOUT-1793,Bug,Declare WORK_DIR earlier in example script to fix output error in help output,Examples,Trivial,98.26989619
6919fd9febe1585d15e78e51aabcad8fa29235f3,MAHOUT-1800,Improvement,Pare down Classtag overuse,,Major,100
57317a51a8da516d6e25000eae7db8b4102cbda3,MAHOUT-1797,Bug,Typos for SPARK_ASSEMBLY_BIN,spark,Trivial,100
599101083ab7d31600b8c93b2efd8cea4c0a30bf,/,/,    In examples  specify -p option to HDFS -mkdir option when potentially,/,/,100
89e19c75e80fd9523af5eb208cc13674db7a847f,/,/,    Support environment variable MAHOUT_WORK_DIR to allow users to,/,/,100
99d8ce24b3ae3e4ea413bee2e09da72ff3faf723,MAHOUT-1793,Bug,Declare WORK_DIR earlier in example script to fix output error in help output,Examples,Trivial,98.26989619
af015ece73400d7a215bc109835800ec1b480f0e,/,/,    NOJira: Add missing license header,/,/,98.26989619
67c78209b68955a9bef219e3b1ed69c92e8e68a4,/,/,    NOJira: Add missing license header,/,/,98.26989619
e2ab67f2629a6c49c4d8e911274b409c2b57101c,/,/,    WIP  migrating to Flink 0.10 and the Flink Scala API,/,/,100
54f51de82cd8281c1ea27a9b9b8d8703191da504,/,/,    closes apache/mahout#176 *Won't fix*,/,/,100
3e5491535695048d0f7ada9bd741cf76379eb643,/,/,    WIP  migrating to Flink 0.10 and the Flink Scala API,/,/,98.26989619
ec10963a436fea7d5775482fb22acb16bb970f1d,MAHOUT-1785,Improvement,Replace &apos;spark.kryoserializer.buffer.mb&apos; from Spark config,Mahout spark shell,Trivial,98.26989619
bf1cdd428c02552cb27c87de89c63a896d1cb0e6,/,/,    NOJIRA: minor fixes,/,/,98.26989619
c2b077f0a22ffbf1ca6c74d694bfadda06d6db44,/,/,    NOJIRA: minor fixes,/,/,97.54859044
cc710b0d4e699f1683b042020b2cd9d5b682a466,MAHOUT-1785,Improvement,Replace &apos;spark.kryoserializer.buffer.mb&apos; from Spark config,Mahout spark shell,Trivial,98.22757887
115ae609aca1737007b2b44f8a3d8eafc53d0271,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
a6d6bf503b528d2180f85224c7df9a84925cd633,/,/,    [maven-release-plugin] prepare release mahout-0.11.1,/,/,100
afeff1e39a74de08d6a25cbdb80d2b08e5b345b5,MAHOUT-1787,Bug,compute-classpath scripts are not being packaged in the binary distribution,,Critical,100
242c1e23b457d2fa99e1a8e8eabcc2b39c86d723,/,/,    (NOJIRA) small change to wording in readme.md,/,/,100
6785ba1a0c28fd530464144ac2731f2b977af1f1,/,/,    Rolling back the 0.11.1 Release Candidate,/,/,100
0db570698ddc749a02062a5818f5ef313a49bbf2,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
390faac19c957f60e44c6daf40ee9534c13dd5a4,/,/,    [maven-release-plugin] prepare release mahout-0.11.1,/,/,100
884f2d317f2e2a4e1321a5febddc8499e7715209,/,/,    [maven-release-plugin] rollback the release of mahout-0.11.1,/,/,100
0c4b464335f4d663471f289a0794efcc651c519d,/,/,    [maven-release-plugin] prepare release mahout-0.11.1,/,/,100
6f9a8125f5aa54ab6f58da0640b982a2dae41170,/,/,    [maven-release-plugin] rollback the release of mahout-0.11.1,/,/,100
ebdd44fc8ce6c0275dd76570814ce9e549706bcc,/,/,    [maven-release-plugin] prepare release mahout-0.11.1,/,/,100
1ffa3a4609f58f9144a69422b202ae53cd8ef6c9,MAHOUT-1759,Improvement,Deprecate random forest,Examples,Critical,99.1766601
48bfb64f1b57844d37a693f5aaafd10699b355df,/,/,    closes apache/mahout#132 *Won't Fix*,/,/,100
347c2f2ec61f6a83e06c00c19d069acaf3a938b7,/,/,    (NOJIRA) Updated readme.txt to readme.md.  closes apache/mahout#130  closes apache/mahout#172,/,/,100
126c165ca09cf3b0f85f6a83fb080e8283c1fed0,MAHOUT-1784,Improvement,Remove mention of Spark in comment and Javadoc of math-scala when the code is generic,,Minor,100
c113a8c9314a7f21ffb282d043565006a9d5c9c7,MAHOUT-1772,Bug,delimiterPattern instance variable of FileDataModel should be marked as a Transient field,Collaborative Filtering,Major,100
e0b8b90e91c2ea72e2562d504ad16051cf759787,MAHOUT-1778,Improvement,MAhout Spark Shell doesn&apos;t work with Spark &gt; 1.3,Mahout spark shell,Major,100
82e78a8c9a1beee637ad381baf3ff9d4bb4297cc,MAHOUT-1782,Improvement,Remove code for lucene2seq,Integration,Minor,99.09349449
708cc4f2b6c16ca76005d0a06b4dc8e3f0bacd3a,MAHOUT-1783,Improvement,Remove code for ConcatVectors Job,Integration,Major,99.87678226
5a6d140599024cd8a6bb2a4b2187376fbad40a7d,MAHOUT-1781,Improvement,Dense matrix view multiplication is 4x slower than non-view one,,Critical,100
509c966f1b0f8fcd9a63cac1bc16f089b0b615df,MAHOUT-1781,Improvement,Dense matrix view multiplication is 4x slower than non-view one,,Critical,100
854a2893c9b30fea78f9f93d59848f0eb62b175b,/,/,    WIP  Flink-Mahout integration  created a decorator; this closes apache/mahout#167,/,/,100
38d0808523800a4369b18251e58b04d61771baf5,/,/,    WIP  Mahout-Flink Integration  adding missing methods; code refactoring,/,/,100
1d42df192fb7f941da4ca9ed4aa5c667bfa79e93,/,/,    closes apache/mahout#19 *Won't fix*,/,/,100
dc890d99a26f64dd04f0458e0d1dc58299483095,MAHOUT-1684,Improvement,Updated NOTICE and LICENSE texts,build,Major,100
0c6351fa5459920ccfd752f54f8fd41176b0afe8,MAHOUT-1775,Bug,FileNotFoundException caused by aborting the process of downloading Wikipedia dataset,Examples,Trivial,100
d53f0a5d78000045bb12e90e3a6808cc2c369450,MAHOUT-1775,Bug,FileNotFoundException caused by aborting the process of downloading Wikipedia dataset,Examples,Trivial,100
0753d422ba74aa20079075215c01684bbdce7d43,/,/,    closes apache/mahout#162 *Won't fix*,/,/,100
37dccb87ea86ca54e56409df62474be8fe56761c,MAHOUT-1775,Bug,FileNotFoundException caused by aborting the process of downloading Wikipedia dataset,Examples,Trivial,100
7552c55e2c0705ebc5fd43cbb2026b4dbf46f1ec,MAHOUT-1775,Bug,FileNotFoundException caused by aborting the process of downloading Wikipedia dataset,Examples,Trivial,100
e943b0a0df28b20cf93aba8778a02eb68fead6c4,/,/,    Removed unused imports,/,/,100
1d9b6322e4db2cfd0b681e27591fe81206a915f5,/,/,    Refactored FinkEngine.drmDfsRead()  closes apache/mahout #165,/,/,100
41dcb4253af7fdccee81b2f2acf22e6a904c2b9d,/,/,    1. Reworked FlinkEngine.drmDfsRead,/,/,100
9e9ec79d6ceac7928e78be1dcf48c421c851b4bb,/,/,    A small renaming of methods of DrmRddInput,/,/,100
9831771b868e254413d0c52c6fc1ad1e1c664d04,/,/,    Merge branch 'master' into flink-binding,/,/,100
edc0c69ac5456c13d74ab1d5c656d6a3ee17f246,MAHOUT-1774,Dependency upgrade,Enable maven compilation with JDK 1.8,,Major,100
9f6f62acfaa501f183bdfd29c42de815db24201d,/,/,    Merge branch 'flink-binding' of https://git-wip-us.apache.org/repos/asf/mahout into flink-binding,/,/,100
f5a4a976288a3ec10942f1b28ea793bacac33955,MAHOUT-1776,Improvement,Refactor common Engine agnostic classes to Math-Scala module,Math,Major,100
7039f4c5f1fb86edc02e56f8a159a1a8bd4c51db,/,/,    1. Changed poms to next release version - 0.12.0,/,/,100
0df6e08f27c76c6eeb4a714e0087722bef166970,/,/,"    Unifying ""keyClassTag"" of checkpoitns and ""classTagK"" of logical operators and",/,/,100
c72698aca16368c4f16d5181fbdd3db6314c04e3,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
78c9ac2ea3b14cdf20d38fbc3f7bbee1b059d610,MAHOUT-1751,Task,Mahout DSL for Flink: Implement AtA,Math,Minor,100
137b3b840eff74f0833d5678a55af2dde4a316a7,MAHOUT-1701,Task,Mahout DSL for Flink: implement AtB ABt and AtA operators,,Minor,100
19708f46a41d0bc437f904a383876858a3fef35d,MAHOUT-1747,Task,Mahout DSL for Flink: add support for different types of indexes (String  long  etc),Math,Minor,100
3112f3c67abbf0368cb5729c8561201e65dc674b,/,/,"    NOJIRA: ""spart specific"" comment is no longer true - removed it",/,/,100
35426a96b98bb74538466318c5347d2f90415e97,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
d13f48849ad5658cc03acea57f7c5d9d14bad137,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
fcc6cf17a7820de9d0edd6bbca023086c84913ee,MAHOUT-1701,Task,Mahout DSL for Flink: implement AtB ABt and AtA operators,,Minor,100
2a4e9690c82fa341741f52fa7ccb64cab8ea66df,MAHOUT-1702,Task,Mahout DSL for Flink: implement element-wise operators,Math,Minor,100
f26245b8f06d2c05a818f47c9162df6f4d7f7b67,MAHOUT-1703,Task,Mahout DSL for Flink: implement cbind and rbind,Math,Minor,100
9d48487cf2a7060193b305c152b8ce191f7d15be,MAHOUT-1751,Task,Mahout DSL for Flink: Implement AtA,Math,Minor,100
ceb1f050cfaf50548bcad83f661d0ad01fe96122,MAHOUT-1764,Task,Mahout DSL for Flink: Add standard backend tests for Flink,Math,Minor,100
4bafc76276ff3d6a3eb1687d4d1c3f834671a482,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
be815fb25f4c008bf3809bb444e3d8562dea96fa,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
851eebcb648752f1a3bff08191d19ce3d6f66ab5,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
f66477fc53581796035e1dfef06d57e12719f1c5,MAHOUT-1702,Task,Mahout DSL for Flink: implement element-wise operators,Math,Minor,100
8de8b798f0ffa374c2b18e00b8130ac0a0d8e918,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
08ad113f732adfe844cb5fb68ab5897f75aa2456,MAHOUT-1711,Task,Mahout DSL for Flink: implement broadcasting,Flink,Minor,100
58f79489129c73b9a4bd7cd5a503cfaf723ccaef,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
0e7b0b4623ff802323027a5e6cd4568e60b2a793,MAHOUT-1734,Task,Mahout DSL for Flink: implement I/O,Math,Minor,100
1806ca809beb2312c62e83b3dbab314b90172118,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
b3bda195ad72cdbab0c31a80acc409a8a415d11e,/,/,    NOJIRA: added .cache to gitignore,/,/,100
de732d4bc7fae9d4719ecba54decd14376551344,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
df1db7cc775ed5e10c6416e033e25e430ffdd171,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
522f3d516cefd44272cdbf5b4b4f52574200dd6c,MAHOUT-1710,Task,Mahout DSL for Flink: implement right in-core matrix multiplication,Math,Minor,100
de7a75fb3e8bdc2c4768c024a041bb9f11949760,MAHOUT-1709,Task, Mahout DSL for Flink: implement slicing,Math,Minor,100
a5f0f755fac4a39475b91da8c5977899faa5df77,MAHOUT-1703,Task,Mahout DSL for Flink: implement cbind and rbind,Math,Minor,100
92f48afbb6da34e58ce738eef44f2dec80a60bf1,MAHOUT-1702,Task,Mahout DSL for Flink: implement element-wise operators,Math,Minor,100
f836481b823a1aaaa70d9ab87c030f60c459de0d,MAHOUT-1701,Task,Mahout DSL for Flink: implement AtB ABt and AtA operators,,Minor,100
98d4ff0312e6228c7f34d6030a493d2aec794e03,MAHOUT-1712,Task,Mahout DSL for Flink: implement operators At  Ax  Atx,Math,Minor,100
bb4c4bcaf452d67b75b3c8d7c500cca6aeb31036,MAHOUT-1570,Improvement,Adding support for Apache Flink as a backend for the Mahout DSL,Flink,Major,100
9d14053c80a1244bdf7157ab02748a492ae9868a,MAHOUT-1771,Bug,Cluster dumper omits indices and 0 elements for dense vector or sparse containing 0s,mrlegacy,Minor,100
77be783e845dec2f7bf0f90cc693a86bb9ab001a,MAHOUT-1771,Bug,Cluster dumper omits indices and 0 elements for dense vector or sparse containing 0s,mrlegacy,Minor,100
1cfa8eab6b2aaa8e01e7ac162926ed3fbc6fe44d,/,/,    Merge branch 'master' of github.com:andrewmusselman/mahout,/,/,100
d177b0a4852df8c2172c7f218131a9d250c5a1dd,MAHOUT-1613,Bug,classifier.df.tools.Describe does not handle -D parameters,,Major,100
785668906b5e69db6c9352ffba961b49bda450d2,MAHOUT-1642,Bug,Iterator class within SimilarItems class always misses the first element,Collaborative Filtering,Major,99.78925184
002943be77e9da8e7d6c0d41e55fffe8bf4ea817,MAHOUT-1675,Task,Remove MLP from codebase,,Major,99.61551905
20be890bcce6c852def5855dd7d8bc69b249fe8f,/,/,    Preparation for next Development Iteration,/,/,100
